"YMD(일자)","TT(시간)","DSTM_CD(행정동코드)","RANK(순위)","RESM_CD(행정동코드(거주지))","SPOP(생활인구합계)","M10(남자 10~14세)","M15(남자 15~19세)","M20(남자 20~24세)","M25(남자 25~29세)","M30(남자 30~34세)","M35(남자 35~39세)","M40(남자 40~44세)","M45(남자 45~49세)","M50(남자 50~54세)","M55(남자 55~59세)","M60(남자 60~64세)","M65(남자 65~69세)","M70(남자 70~74세)","M75(남자 75~79세)","F10(여자 10~14세)","F15(여자 15~19세)","F20(여자 20~24세)","F25(여자 25~29세)","F30(여자 30~34세)","F35(여자 35~39세)","F40(여자 40~44세)","F45(여자 45~49세)","F50(여자 50~54세)","F55(여자 55~59세)","F60(여자 60~64세)","F65(여자 65~69세)","F70(여자 70~74세)","F75(여자 75~79세)","FORN_LONG(장기체류 외국인수)"
"20180406","11",11110530,20,"11380520",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,21,"11440660",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,22,"11380530",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,23,"11290525",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,24,"11410685",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,25,"11560535",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,26,"11140520",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,27,"11380625",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,28,"11440730",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,29,"11170625",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,30,"11290660",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,31,"11170630",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,32,"11380600",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,33,"11440585",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,34,"11410660",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,35,"11380631",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,36,"11290555",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,37,"11170685",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,38,"11290705",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,39,"11110650",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,40,"11200645",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,41,"11650540",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,42,"11380560",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,43,"11200570",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,44,"11590530",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,45,"11200615",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,46,"11440740",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,47,"11560540",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,48,"11530510",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,49,"11410720",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,50,"11500540",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,51,"11410640",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,52,"11500603",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,53,"11470680",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,54,"11230536",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,55,"11380580",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,56,"11290650",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,57,"11650531",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,58,"11215810",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,59,"11470510",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,60,"11350580",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,61,"11680610",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,62,"11305575",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,63,"11290575",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,64,"11440720",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,65,"11500593",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,66,"11650530",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,67,"11470550",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,68,"11230600",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,69,"11560560",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,70,"11410690",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,71,"11350600",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,72,"11740685",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,73,"11410700",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,74,"11170555",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,75,"11500611",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,76,"11305590",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,77,"11560610",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
"20180406","11",11110530,78,"11710680",9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999,9999.999
